ZoneNumber,ZoneName,FileName,zonCreationDate,zonUpdateDate,zonAuthor,respawnTimer,resetMode,lastRoomNum,spawnMobileID,spawnMobileCount,spawnMobileRoomID,spawnMobileType,spawnItemID,spawnItemLocationID,spawnItemType,spawnItemMobID,spawnDoorID,spawnDoorState,multHp,multMana,multHitroll,multDamage,multArmor,multXp,multGold,multLevel
8,"Ancient Sphinx, by Thyas",../ronin/lib/world/AncientSphinxbyThyas.zon,Unknown,13Mar2020,Unknown,35,Reset on timer,899,802,13,804,normal,,,,,,,100,100,100,100,100,100,100,100
8,"Ancient Sphinx, by Thyas",../ronin/lib/world/AncientSphinxbyThyas.zon,Unknown,13Mar2020,Unknown,35,Reset on timer,899,801,13,804,normal,,,,,,,100,100,100,100,100,100,100,100
8,"Ancient Sphinx, by Thyas",../ronin/lib/world/AncientSphinxbyThyas.zon,Unknown,13Mar2020,Unknown,35,Reset on timer,899,802,13,803,normal,,,,,,,100,100,100,100,100,100,100,100
8,"Ancient Sphinx, by Thyas",../ronin/lib/world/AncientSphinxbyThyas.zon,Unknown,13Mar2020,Unknown,35,Reset on timer,899,802,13,803,normal,,,,,,,100,100,100,100,100,100,100,100
8,"Ancient Sphinx, by Thyas",../ronin/lib/world/AncientSphinxbyThyas.zon,Unknown,13Mar2020,Unknown,35,Reset on timer,899,801,13,801,normal,,,,,,,100,100,100,100,100,100,100,100
8,"Ancient Sphinx, by Thyas",../ronin/lib/world/AncientSphinxbyThyas.zon,Unknown,13Mar2020,Unknown,35,Reset on timer,899,801,13,801,normal,,,,,,,100,100,100,100,100,100,100,100
8,"Ancient Sphinx, by Thyas",../ronin/lib/world/AncientSphinxbyThyas.zon,Unknown,13Mar2020,Unknown,35,Reset on timer,899,801,13,801,normal,,,,,,,100,100,100,100,100,100,100,100
8,"Ancient Sphinx, by Thyas",../ronin/lib/world/AncientSphinxbyThyas.zon,Unknown,13Mar2020,Unknown,35,Reset on timer,899,805,1,808,normal,,,,,,,100,100,100,100,100,100,100,100
8,"Ancient Sphinx, by Thyas",../ronin/lib/world/AncientSphinxbyThyas.zon,Unknown,13Mar2020,Unknown,35,Reset on timer,899,,,,,803,,ObjectToMobEQ,804,,,100,100,100,100,100,100,100,100
8,"Ancient Sphinx, by Thyas",../ronin/lib/world/AncientSphinxbyThyas.zon,Unknown,13Mar2020,Unknown,35,Reset on timer,899,,,,,801,,ObjectToMobEQ,804,,,100,100,100,100,100,100,100,100
8,"Ancient Sphinx, by Thyas",../ronin/lib/world/AncientSphinxbyThyas.zon,Unknown,13Mar2020,Unknown,35,Reset on timer,899,804,1,834,normal,,,,,,,100,100,100,100,100,100,100,100
8,"Ancient Sphinx, by Thyas",../ronin/lib/world/AncientSphinxbyThyas.zon,Unknown,13Mar2020,Unknown,35,Reset on timer,899,800,2,833,normal,,,,,,,100,100,100,100,100,100,100,100
8,"Ancient Sphinx, by Thyas",../ronin/lib/world/AncientSphinxbyThyas.zon,Unknown,13Mar2020,Unknown,35,Reset on timer,899,800,2,833,normal,,,,,,,100,100,100,100,100,100,100,100
8,"Ancient Sphinx, by Thyas",../ronin/lib/world/AncientSphinxbyThyas.zon,Unknown,13Mar2020,Unknown,35,Reset on timer,899,,,,,804,,ObjectToMobEQ,807,,,100,100,100,100,100,100,100,100
8,"Ancient Sphinx, by Thyas",../ronin/lib/world/AncientSphinxbyThyas.zon,Unknown,13Mar2020,Unknown,35,Reset on timer,899,807,1,820,normal,,,,,,,100,100,100,100,100,100,100,100
8,"Ancient Sphinx, by Thyas",../ronin/lib/world/AncientSphinxbyThyas.zon,Unknown,13Mar2020,Unknown,35,Reset on timer,899,,,,,,,,,,,100,100,100,100,100,100,100,100
8,"Ancient Sphinx, by Thyas",../ronin/lib/world/AncientSphinxbyThyas.zon,Unknown,13Mar2020,Unknown,35,Reset on timer,899,,,,,,,,,,,100,100,100,100,100,100,100,100
47,"Below the Sewers, by Infinity",../ronin/lib/world/BelowtheSewersbyInfinity.zon,13Feb2001,24Mar2019,NeoFoppy,45,Reset on timer,4750,,,,,,,,,4750,Closed Unlocked,100,100,100,100,100,100,100,100
47,"Below the Sewers, by Infinity",../ronin/lib/world/BelowtheSewersbyInfinity.zon,13Feb2001,24Mar2019,NeoFoppy,45,Reset on timer,4750,,,,,,,,,4700,Closed Unlocked,100,100,100,100,100,100,100,100
47,"Below the Sewers, by Infinity",../ronin/lib/world/BelowtheSewersbyInfinity.zon,13Feb2001,24Mar2019,NeoFoppy,45,Reset on timer,4750,,,,,,,,,4737,Closed Unlocked,100,100,100,100,100,100,100,100
47,"Below the Sewers, by Infinity",../ronin/lib/world/BelowtheSewersbyInfinity.zon,13Feb2001,24Mar2019,NeoFoppy,45,Reset on timer,4750,,,,,,,,,4713,Closed Unlocked,100,100,100,100,100,100,100,100
47,"Below the Sewers, by Infinity",../ronin/lib/world/BelowtheSewersbyInfinity.zon,13Feb2001,24Mar2019,NeoFoppy,45,Reset on timer,4750,,,,,,,,,4709,Closed Unlocked,100,100,100,100,100,100,100,100
47,"Below the Sewers, by Infinity",../ronin/lib/world/BelowtheSewersbyInfinity.zon,13Feb2001,24Mar2019,NeoFoppy,45,Reset on timer,4750,,,,,,,,,4740,Closed Locked,100,100,100,100,100,100,100,100
47,"Below the Sewers, by Infinity",../ronin/lib/world/BelowtheSewersbyInfinity.zon,13Feb2001,24Mar2019,NeoFoppy,45,Reset on timer,4750,,,,,,,,,4739,Closed Locked,100,100,100,100,100,100,100,100
47,"Below the Sewers, by Infinity",../ronin/lib/world/BelowtheSewersbyInfinity.zon,13Feb2001,24Mar2019,NeoFoppy,45,Reset on timer,4750,,,,,,,,,4735,Closed Unlocked,100,100,100,100,100,100,100,100
47,"Below the Sewers, by Infinity",../ronin/lib/world/BelowtheSewersbyInfinity.zon,13Feb2001,24Mar2019,NeoFoppy,45,Reset on timer,4750,,,,,,,,,4714,Closed Unlocked,100,100,100,100,100,100,100,100
47,"Below the Sewers, by Infinity",../ronin/lib/world/BelowtheSewersbyInfinity.zon,13Feb2001,24Mar2019,NeoFoppy,45,Reset on timer,4750,,,,,,,,,4713,Closed Unlocked,100,100,100,100,100,100,100,100
47,"Below the Sewers, by Infinity",../ronin/lib/world/BelowtheSewersbyInfinity.zon,13Feb2001,24Mar2019,NeoFoppy,45,Reset on timer,4750,,,,,,,,,4701,Closed Unlocked,100,100,100,100,100,100,100,100
47,"Below the Sewers, by Infinity",../ronin/lib/world/BelowtheSewersbyInfinity.zon,13Feb2001,24Mar2019,NeoFoppy,45,Reset on timer,4750,,,,,,,,,4700,Closed Unlocked,100,100,100,100,100,100,100,100
47,"Below the Sewers, by Infinity",../ronin/lib/world/BelowtheSewersbyInfinity.zon,13Feb2001,24Mar2019,NeoFoppy,45,Reset on timer,4750,,,,,4705,4740,inRoom,,,,100,100,100,100,100,100,100,100
47,"Below the Sewers, by Infinity",../ronin/lib/world/BelowtheSewersbyInfinity.zon,13Feb2001,24Mar2019,NeoFoppy,45,Reset on timer,4750,4708,3,4745,normal,,,,,,,100,100,100,100,100,100,100,100
47,"Below the Sewers, by Infinity",../ronin/lib/world/BelowtheSewersbyInfinity.zon,13Feb2001,24Mar2019,NeoFoppy,45,Reset on timer,4750,4708,3,4747,normal,,,,,,,100,100,100,100,100,100,100,100
47,"Below the Sewers, by Infinity",../ronin/lib/world/BelowtheSewersbyInfinity.zon,13Feb2001,24Mar2019,NeoFoppy,45,Reset on timer,4750,4708,3,4738,normal,,,,,,,100,100,100,100,100,100,100,100
47,"Below the Sewers, by Infinity",../ronin/lib/world/BelowtheSewersbyInfinity.zon,13Feb2001,24Mar2019,NeoFoppy,45,Reset on timer,4750,,,,,4703,,ObjectToMobEQ,4707,,,100,100,100,100,100,100,100,100
47,"Below the Sewers, by Infinity",../ronin/lib/world/BelowtheSewersbyInfinity.zon,13Feb2001,24Mar2019,NeoFoppy,45,Reset on timer,4750,,,,,4704,,ObjectToMobEQ,4707,,,100,100,100,100,100,100,100,100
47,"Below the Sewers, by Infinity",../ronin/lib/world/BelowtheSewersbyInfinity.zon,13Feb2001,24Mar2019,NeoFoppy,45,Reset on timer,4750,,,,,4702,,ObjectToMob,4707,,,100,100,100,100,100,100,100,100
47,"Below the Sewers, by Infinity",../ronin/lib/world/BelowtheSewersbyInfinity.zon,13Feb2001,24Mar2019,NeoFoppy,45,Reset on timer,4750,4707,1,4739,normal,,,,,,,100,100,100,100,100,100,100,100
47,"Below the Sewers, by Infinity",../ronin/lib/world/BelowtheSewersbyInfinity.zon,13Feb2001,24Mar2019,NeoFoppy,45,Reset on timer,4750,4706,3,4732,normal,,,,,,,100,100,100,100,100,100,100,100
47,"Below the Sewers, by Infinity",../ronin/lib/world/BelowtheSewersbyInfinity.zon,13Feb2001,24Mar2019,NeoFoppy,45,Reset on timer,4750,4706,3,4735,normal,,,,,,,100,100,100,100,100,100,100,100
47,"Below the Sewers, by Infinity",../ronin/lib/world/BelowtheSewersbyInfinity.zon,13Feb2001,24Mar2019,NeoFoppy,45,Reset on timer,4750,4706,3,4733,normal,,,,,,,100,100,100,100,100,100,100,100
47,"Below the Sewers, by Infinity",../ronin/lib/world/BelowtheSewersbyInfinity.zon,13Feb2001,24Mar2019,NeoFoppy,45,Reset on timer,4750,,,,,4701,,ObjectToMobEQ,4705,,,100,100,100,100,100,100,100,100
47,"Below the Sewers, by Infinity",../ronin/lib/world/BelowtheSewersbyInfinity.zon,13Feb2001,24Mar2019,NeoFoppy,45,Reset on timer,4750,4705,1,4749,normal,,,,,,,100,100,100,100,100,100,100,100
47,"Below the Sewers, by Infinity",../ronin/lib/world/BelowtheSewersbyInfinity.zon,13Feb2001,24Mar2019,NeoFoppy,45,Reset on timer,4750,4704,5,4711,normal,,,,,,,100,100,100,100,100,100,100,100
47,"Below the Sewers, by Infinity",../ronin/lib/world/BelowtheSewersbyInfinity.zon,13Feb2001,24Mar2019,NeoFoppy,45,Reset on timer,4750,4704,5,4709,normal,,,,,,,100,100,100,100,100,100,100,100
47,"Below the Sewers, by Infinity",../ronin/lib/world/BelowtheSewersbyInfinity.zon,13Feb2001,24Mar2019,NeoFoppy,45,Reset on timer,4750,4704,5,4707,normal,,,,,,,100,100,100,100,100,100,100,100
47,"Below the Sewers, by Infinity",../ronin/lib/world/BelowtheSewersbyInfinity.zon,13Feb2001,24Mar2019,NeoFoppy,45,Reset on timer,4750,4704,5,4705,normal,,,,,,,100,100,100,100,100,100,100,100
47,"Below the Sewers, by Infinity",../ronin/lib/world/BelowtheSewersbyInfinity.zon,13Feb2001,24Mar2019,NeoFoppy,45,Reset on timer,4750,,,,,4700,,ObjectToMob,4703,,,100,100,100,100,100,100,100,100
47,"Below the Sewers, by Infinity",../ronin/lib/world/BelowtheSewersbyInfinity.zon,13Feb2001,24Mar2019,NeoFoppy,45,Reset on timer,4750,4703,1,4743,normal,,,,,,,100,100,100,100,100,100,100,100
47,"Below the Sewers, by Infinity",../ronin/lib/world/BelowtheSewersbyInfinity.zon,13Feb2001,24Mar2019,NeoFoppy,45,Reset on timer,4750,4702,4,4722,normal,,,,,,,100,100,100,100,100,100,100,100
47,"Below the Sewers, by Infinity",../ronin/lib/world/BelowtheSewersbyInfinity.zon,13Feb2001,24Mar2019,NeoFoppy,45,Reset on timer,4750,4702,4,4725,normal,,,,,,,100,100,100,100,100,100,100,100
47,"Below the Sewers, by Infinity",../ronin/lib/world/BelowtheSewersbyInfinity.zon,13Feb2001,24Mar2019,NeoFoppy,45,Reset on timer,4750,4702,4,4717,normal,,,,,,,100,100,100,100,100,100,100,100
47,"Below the Sewers, by Infinity",../ronin/lib/world/BelowtheSewersbyInfinity.zon,13Feb2001,24Mar2019,NeoFoppy,45,Reset on timer,4750,4702,4,4719,normal,,,,,,,100,100,100,100,100,100,100,100
47,"Below the Sewers, by Infinity",../ronin/lib/world/BelowtheSewersbyInfinity.zon,13Feb2001,24Mar2019,NeoFoppy,45,Reset on timer,4750,4701,2,4720,normal,,,,,,,100,100,100,100,100,100,100,100
47,"Below the Sewers, by Infinity",../ronin/lib/world/BelowtheSewersbyInfinity.zon,13Feb2001,24Mar2019,NeoFoppy,45,Reset on timer,4750,4701,2,4717,normal,,,,,,,100,100,100,100,100,100,100,100
47,"Below the Sewers, by Infinity",../ronin/lib/world/BelowtheSewersbyInfinity.zon,13Feb2001,24Mar2019,NeoFoppy,45,Reset on timer,4750,4700,3,4726,normal,,,,,,,100,100,100,100,100,100,100,100
47,"Below the Sewers, by Infinity",../ronin/lib/world/BelowtheSewersbyInfinity.zon,13Feb2001,24Mar2019,NeoFoppy,45,Reset on timer,4750,4700,3,4729,normal,,,,,,,100,100,100,100,100,100,100,100
47,"Below the Sewers, by Infinity",../ronin/lib/world/BelowtheSewersbyInfinity.zon,13Feb2001,24Mar2019,NeoFoppy,45,Reset on timer,4750,4700,3,4728,normal,,,,,,,100,100,100,100,100,100,100,100
47,"Below the Sewers, by Infinity",../ronin/lib/world/BelowtheSewersbyInfinity.zon,13Feb2001,24Mar2019,NeoFoppy,45,Reset on timer,4750,,,,,,,,,,,100,100,100,100,100,100,100,100
47,"Below the Sewers, by Infinity",../ronin/lib/world/BelowtheSewersbyInfinity.zon,13Feb2001,24Mar2019,NeoFoppy,45,Reset on timer,4750,,,,,,,,,,,100,100,100,100,100,100,100,100
123,Boards,../ronin/lib/world/Boards.zon,10Feb2003,11Dec2008,Ranger,30,Reset on timer,12399,,,,,12313,12313,inRoom,,,,100,100,100,100,100,100,100,100
123,Boards,../ronin/lib/world/Boards.zon,10Feb2003,11Dec2008,Ranger,30,Reset on timer,12399,,,,,12301,12301,inRoom,,,,100,100,100,100,100,100,100,100
123,Boards,../ronin/lib/world/Boards.zon,10Feb2003,11Dec2008,Ranger,30,Reset on timer,12399,,,,,12302,12302,inRoom,,,,100,100,100,100,100,100,100,100
123,Boards,../ronin/lib/world/Boards.zon,10Feb2003,11Dec2008,Ranger,30,Reset on timer,12399,,,,,12303,12303,inRoom,,,,100,100,100,100,100,100,100,100
123,Boards,../ronin/lib/world/Boards.zon,10Feb2003,11Dec2008,Ranger,30,Reset on timer,12399,,,,,12304,12304,inRoom,,,,100,100,100,100,100,100,100,100
123,Boards,../ronin/lib/world/Boards.zon,10Feb2003,11Dec2008,Ranger,30,Reset on timer,12399,,,,,12305,12305,inRoom,,,,100,100,100,100,100,100,100,100
123,Boards,../ronin/lib/world/Boards.zon,10Feb2003,11Dec2008,Ranger,30,Reset on timer,12399,,,,,12306,12306,inRoom,,,,100,100,100,100,100,100,100,100
123,Boards,../ronin/lib/world/Boards.zon,10Feb2003,11Dec2008,Ranger,30,Reset on timer,12399,,,,,12307,12307,inRoom,,,,100,100,100,100,100,100,100,100
123,Boards,../ronin/lib/world/Boards.zon,10Feb2003,11Dec2008,Ranger,30,Reset on timer,12399,,,,,12308,12308,inRoom,,,,100,100,100,100,100,100,100,100
123,Boards,../ronin/lib/world/Boards.zon,10Feb2003,11Dec2008,Ranger,30,Reset on timer,12399,,,,,12309,12309,inRoom,,,,100,100,100,100,100,100,100,100
123,Boards,../ronin/lib/world/Boards.zon,10Feb2003,11Dec2008,Ranger,30,Reset on timer,12399,,,,,12310,12310,inRoom,,,,100,100,100,100,100,100,100,100
123,Boards,../ronin/lib/world/Boards.zon,10Feb2003,11Dec2008,Ranger,30,Reset on timer,12399,,,,,12311,12311,inRoom,,,,100,100,100,100,100,100,100,100
123,Boards,../ronin/lib/world/Boards.zon,10Feb2003,11Dec2008,Ranger,30,Reset on timer,12399,,,,,12312,12312,inRoom,,,,100,100,100,100,100,100,100,100
123,Boards,../ronin/lib/world/Boards.zon,10Feb2003,11Dec2008,Ranger,30,Reset on timer,12399,,,,,12399,12399,inRoom,,,,100,100,100,100,100,100,100,100
123,Boards,../ronin/lib/world/Boards.zon,10Feb2003,11Dec2008,Ranger,30,Reset on timer,12399,,,,,,,,,,,100,100,100,100,100,100,100,100
123,Boards,../ronin/lib/world/Boards.zon,10Feb2003,11Dec2008,Ranger,30,Reset on timer,12399,,,,,,,,,,,100,100,100,100,100,100,100,100
21,"Brigand Camp, by Odie",../ronin/lib/world/BrigandCampbyOdie.zon,Unknown,3Jan2026,OdieArodtanjoe,40,Reset on timer,2172,,,,,,,,,2115,Closed Unlocked,100,100,100,100,100,100,100,100
21,"Brigand Camp, by Odie",../ronin/lib/world/BrigandCampbyOdie.zon,Unknown,3Jan2026,OdieArodtanjoe,40,Reset on timer,2172,,,,,,,,,2112,Closed Unlocked,100,100,100,100,100,100,100,100
21,"Brigand Camp, by Odie",../ronin/lib/world/BrigandCampbyOdie.zon,Unknown,3Jan2026,OdieArodtanjoe,40,Reset on timer,2172,,,,,,,,,2113,Closed Unlocked,100,100,100,100,100,100,100,100
21,"Brigand Camp, by Odie",../ronin/lib/world/BrigandCampbyOdie.zon,Unknown,3Jan2026,OdieArodtanjoe,40,Reset on timer,2172,,,,,,,,,2114,Closed Unlocked,100,100,100,100,100,100,100,100
21,"Brigand Camp, by Odie",../ronin/lib/world/BrigandCampbyOdie.zon,Unknown,3Jan2026,OdieArodtanjoe,40,Reset on timer,2172,,,,,3135,2103,inRoom,,,,100,100,100,100,100,100,100,100
21,"Brigand Camp, by Odie",../ronin/lib/world/BrigandCampbyOdie.zon,Unknown,3Jan2026,OdieArodtanjoe,40,Reset on timer,2172,2113,1,2148,normal,,,,,,,100,100,100,100,100,100,100,100
21,"Brigand Camp, by Odie",../ronin/lib/world/BrigandCampbyOdie.zon,Unknown,3Jan2026,OdieArodtanjoe,40,Reset on timer,2172,2112,3,2101,normal,,,,,,,100,100,100,100,100,100,100,100
21,"Brigand Camp, by Odie",../ronin/lib/world/BrigandCampbyOdie.zon,Unknown,3Jan2026,OdieArodtanjoe,40,Reset on timer,2172,2112,6,2128,normal,,,,,,,100,100,100,100,100,100,100,100
21,"Brigand Camp, by Odie",../ronin/lib/world/BrigandCampbyOdie.zon,Unknown,3Jan2026,OdieArodtanjoe,40,Reset on timer,2172,,,,,3033,,ObjectToMob,2111,,,100,100,100,100,100,100,100,100
21,"Brigand Camp, by Odie",../ronin/lib/world/BrigandCampbyOdie.zon,Unknown,3Jan2026,OdieArodtanjoe,40,Reset on timer,2172,,,,,3032,,ObjectToMob,2111,,,100,100,100,100,100,100,100,100
21,"Brigand Camp, by Odie",../ronin/lib/world/BrigandCampbyOdie.zon,Unknown,3Jan2026,OdieArodtanjoe,40,Reset on timer,2172,,,,,3030,,ObjectToMob,2111,,,100,100,100,100,100,100,100,100
21,"Brigand Camp, by Odie",../ronin/lib/world/BrigandCampbyOdie.zon,Unknown,3Jan2026,OdieArodtanjoe,40,Reset on timer,2172,,,,,3031,,ObjectToMob,2111,,,100,100,100,100,100,100,100,100
21,"Brigand Camp, by Odie",../ronin/lib/world/BrigandCampbyOdie.zon,Unknown,3Jan2026,OdieArodtanjoe,40,Reset on timer,2172,,,,,2111,,ObjectToMob,2111,,,100,100,100,100,100,100,100,100
21,"Brigand Camp, by Odie",../ronin/lib/world/BrigandCampbyOdie.zon,Unknown,3Jan2026,OdieArodtanjoe,40,Reset on timer,2172,2111,1,2122,normal,,,,,,,100,100,100,100,100,100,100,100
21,"Brigand Camp, by Odie",../ronin/lib/world/BrigandCampbyOdie.zon,Unknown,3Jan2026,OdieArodtanjoe,40,Reset on timer,2172,,,,,2110,,ObjectToMob,2110,,,100,100,100,100,100,100,100,100
21,"Brigand Camp, by Odie",../ronin/lib/world/BrigandCampbyOdie.zon,Unknown,3Jan2026,OdieArodtanjoe,40,Reset on timer,2172,,,,,2109,,ObjectToMob,2110,,,100,100,100,100,100,100,100,100
21,"Brigand Camp, by Odie",../ronin/lib/world/BrigandCampbyOdie.zon,Unknown,3Jan2026,OdieArodtanjoe,40,Reset on timer,2172,,,,,2108,,ObjectToMob,2110,,,100,100,100,100,100,100,100,100
21,"Brigand Camp, by Odie",../ronin/lib/world/BrigandCampbyOdie.zon,Unknown,3Jan2026,OdieArodtanjoe,40,Reset on timer,2172,2110,1,2114,normal,,,,,,,100,100,100,100,100,100,100,100
